Date,.dMIWD00000G,.dMIEF00000G,.dMIEA00000G,JPY=,US10YT=RR,Updated at 17:32:01,US3MT=RR
2008-06-27,567.94,75237.21,2684.35,106.12,3.9690,2008-03-13 00:00:00,1.29
2008-06-26,571.47,76053.39,2708.25,106.77,4.0311,2008-03-12 00:00:00,1.382
2008-06-25,583.39,76598.91,2754.56,107.83,4.1033,2008-03-11 00:00:00,1.331
2008-06-24,579.35,75684.01,2735.66,107.84,4.1033,2008-03-10 00:00:00,1.31
2008-06-23,582.61,76391.13,2749.38,107.79,4.1661,2008-03-07 00:00:00,1.27
2008-06-20,583.25,76848.86,2754.44,107.30,4.1680,2008-03-06 00:00:00,1.346
2008-06-19,592.79,77950.29,2795.45,108.00,4.2093,2008-03-05 00:00:00,1.49
2008-06-18,596.30,78927.10,2828.99,107.85,4.1422,2008-03-04 00:00:00,1.577
2008-06-17,601.19,79161.52,2854.83,107.91,4.1993,2008-03-03 00:00:00,1.612
2008-06-16,600.69,78843.35,2838.04,108.19,4.2785,2008-02-29 00:00:00,1.766
2008-06-13,598.74,78193.61,2827.99,108.15,4.2605,2008-02-28 00:00:00,1.808
2008-06-12,593.63,78245.19,2815.99,107.93,4.2148,2008-02-27 00:00:00,1.905
2008-06-11,593.66,78738.86,2817.29,106.82,4.0754,2008-02-26 00:00:00,2.055
2008-06-10,600.64,79035.39,2846.02,107.43,4.0968,2008-02-25 00:00:00,2.161
2008-06-09,606.13,80825.22,2876.60,106.34,4.0248,2008-02-22 00:00:00,2.161
2008-06-06,609.08,81782.18,2902.31,104.90,3.9284,2008-02-21 00:00:00,2.182
2008-06-05,619.93,81980.73,2934.73,105.92,4.0441,2008-02-20 00:00:00,2.198
2008-06-04,613.79,81091.45,2937.82,105.27,3.9822,2008-02-19 00:00:00,2.207
2008-06-03,615.67,82020.73,2948.84,105.07,3.8939,2008-02-15 00:00:00,2.177
2008-06-02,618.25,83311.39,2948.51,104.46,3.9668,2008-02-14 00:00:00,2.254
2008-05-30,621.85,83472.79,2960.59,105.50,4.0673,2008-02-13 00:00:00,2.224
2008-05-29,619.16,83103.40,2942.48,105.50,4.0788,2008-02-12 00:00:00,2.26
2008-05-28,615.95,82979.92,2921.72,104.63,3.9994,2008-02-11 00:00:00,2.181
2008-05-27,613.99,82832.14,2917.64,104.24,3.9207,2008-02-08 00:00:00,2.253
2008-05-26,612.45,82863.34,2913.64,103.38,3.8577,2008-02-07 00:00:00,2.049
2008-05-23,615.08,83799.12,2934.48,103.30,3.8501,2008-02-06 00:00:00,2.064
2008-05-22,622.67,84743.90,2971.57,104.07,3.9226,2008-02-05 00:00:00,2.157
2008-05-21,622.06,85403.52,2967.06,102.96,3.8067,2008-02-04 00:00:00,2.105
2008-05-20,629.11,85592.23,2991.80,103.59,3.7803,2008-02-01 00:00:00,1.905
2008-05-19,636.48,86444.05,3041.32,104.34,3.8351,2008-01-31 00:00:00,1.849
2008-05-16,633.16,85785.21,3012.34,104.03,3.8541,2008-01-30 00:00:00,2.069
2008-05-15,630.22,84913.89,2996.26,104.68,3.8200,2008-01-29 00:00:00,2.188
2008-05-14,624.66,84034.02,2978.94,105.04,3.9188,2008-01-28 00:00:00,2.243
2008-05-13,621.47,83635.08,2959.04,104.78,3.9131,2008-01-25 00:00:00,2.202
2008-05-12,619.89,82985.61,2946.99,103.76,3.7993,2008-01-24 00:00:00,2.177
2008-05-09,615.74,82695.42,2937.80,102.83,3.7786,2008-01-23 00:00:00,1.987
2008-05-08,621.13,83286.76,2972.86,103.73,3.7823,2008-01-22 00:00:00,2.258
2008-05-07,620.63,83300.56,2983.62,104.65,3.8495,2008-01-18 00:00:00,2.83
2008-05-06,623.26,83615.24,2959.96,104.74,3.9224,2008-01-17 00:00:00,2.98
2008-05-05,621.61,83149.65,2970.73,104.87,3.8729,2008-01-16 00:00:00,3.094
2008-05-02,622.32,82870.54,2970.06,105.35,3.8591,2008-01-15 00:00:00,3.135
2008-05-01,615.12,81910.64,2912.82,104.43,3.7688,2008-01-14 00:00:00,3.077
2008-04-30,611.19,81932.16,2918.44,103.92,3.7337,2008-01-11 00:00:00,3.072
2008-04-29,610.44,81212.17,2909.59,104.02,3.8253,2008-01-10 00:00:00,3.176
2008-04-28,613.45,81812.47,2920.07,104.07,3.8311,2008-01-09 00:00:00,3.177
2008-04-25,611.62,81460.38,2899.78,104.40,3.8722,2008-01-08 00:00:00,3.213
2008-04-24,606.44,81314.39,2864.93,104.24,3.8347,2008-01-07 00:00:00,3.191
2008-04-23,605.66,81348.57,2870.72,103.33,3.7373,2008-01-04 00:00:00,3.17
2008-04-22,603.38,81275.16,2850.36,102.99,3.6985,2008-01-03 00:00:00,3.202
2008-04-21,607.50,81202.50,2871.72,103.24,3.7313,2008-01-02 00:00:00,3.239
2008-04-18,606.12,80527.36,2861.71,103.65,3.7081,2007-12-31 00:00:00,3.128
2008-04-17,597.54,80264.39,2820.95,102.53,3.7253,2007-12-28 00:00:00,3.093
2008-04-16,597.23,79764.18,2823.50,101.78,3.7137,2007-12-27 00:00:00,3.089
2008-04-15,586.09,78895.88,2775.67,101.82,3.6061,2007-12-26 00:00:00,3.285
2008-04-14,582.45,78384.98,2754.23,101.07,3.5128,2007-12-24 00:00:00,2.953
2008-04-11,587.59,79401.46,2793.54,100.95,3.4788,2007-12-21 00:00:00,2.948
2008-04-10,593.68,79189.40,2802.53,101.83,3.5451,2007-12-20 00:00:00,2.759
2008-04-09,593.33,78786.47,2819.39,101.77,3.4807,2007-12-19 00:00:00,2.877
2008-04-08,597.86,79102.45,2844.03,102.60,3.5640,2007-12-18 00:00:00,3.012
2008-04-07,601.58,79520.41,2869.38,102.42,3.5469,2007-12-17 00:00:00,2.861
2008-04-04,597.59,78550.00,2840.49,101.52,3.4695,2007-12-14 00:00:00,2.856
2008-04-03,596.38,78577.05,2832.30,102.28,3.5944,2007-12-13 00:00:00,2.738
2008-04-02,595.57,78153.42,2832.56,102.24,3.6039,2007-12-12 00:00:00,2.805
2008-04-01,589.91,76942.93,2778.95,101.83,3.5583,2007-12-11 00:00:00,2.898
2008-03-31,574.72,76387.69,2712.80,99.81,3.4208,2007-12-10 00:00:00,2.984
2008-03-28,574.98,76874.60,2729.07,99.12,3.4414,2007-12-07 00:00:00,3.01
2008-03-27,576.27,76190.00,2725.90,99.61,3.5242,2007-12-06 00:00:00,2.934
2008-03-26,577.60,76286.18,2709.93,98.97,3.4640,2007-12-05 00:00:00,3.042
2008-03-25,579.44,76046.44,2711.39,100.07,3.5129,2007-12-04 00:00:00,3.007
2008-03-24,569.12,74167.06,2629.77,100.65,3.5582,2007-12-03 00:00:00,2.984
2008-03-21,562.37,72670.88,2626.60,99.56,3.3410,2007-11-30 00:00:00,2.959
2008-03-20,562.37,72670.88,2616.54,99.36,3.3410,2007-11-29 00:00:00,2.877
2008-03-19,559.26,73525.03,2635.76,98.74,3.3301,2007-11-28 00:00:00,3.016
2008-03-18,564.87,73547.08,2625.40,99.99,3.5035,2007-11-27 00:00:00,3.089
2008-03-17,548.01,72609.88,2559.16,97.39,3.2969,2007-11-26 00:00:00,3.093
2008-03-14,562.29,75298.31,2659.66,98.98,3.4660,2007-11-23 00:00:00,3.108
2008-03-13,570.06,75597.28,2684.89,100.47,3.5261,2007-11-21 00:00:00,2.99
2008-03-12,574.57,77446.78,2734.58,101.53,3.4399,2007-11-20 00:00:00,3.218
2008-03-11,572.46,76833.25,2694.80,103.37,3.5997,2007-11-19 00:00:00,3.351
2008-03-10,559.35,75306.50,2665.66,101.73,3.4661,2007-11-16 00:00:00,3.305
2008-03-07,568.10,76626.72,2702.80,102.74,3.5411,2007-11-15 00:00:00,3.249
2008-03-06,576.04,78105.84,2752.48,102.61,3.5940,2007-11-14 00:00:00,3.383
2008-03-05,583.06,77960.43,2768.50,104.04,3.6813,2007-11-13 00:00:00,3.17
2008-03-04,577.91,77708.30,2732.17,103.32,3.6299,2007-11-09 00:00:00,3.036
2008-03-03,582.21,78414.26,2762.90,103.23,3.5543,2007-11-08 00:00:00,3.295
2008-02-29,588.41,79745.76,2819.37,103.85,3.5186,2007-11-07 00:00:00,3.419
2008-02-28,600.74,81049.42,2864.10,105.27,3.6716,2007-11-06 00:00:00,3.71
2008-02-27,606.69,80977.61,2908.80,106.38,3.8519,2007-11-05 00:00:00,3.532
2008-02-26,605.31,80269.08,2896.65,107.27,3.8577,2007-11-02 00:00:00,3.501
2008-02-25,600.33,79752.30,2867.03,108.04,3.9100,2007-11-01 00:00:00,3.755
2008-02-22,591.47,79137.45,2815.16,107.23,3.8054,2007-10-31 00:00:00,3.828
2008-02-21,591.98,79532.87,2840.25,107.30,3.7860,2007-10-30 00:00:00,3.943
2008-02-20,591.93,78832.68,2810.43,108.10,3.8921,2007-10-29 00:00:00,3.93
2008-02-19,594.48,79480.75,2858.53,107.76,3.9076,2007-10-26 00:00:00,3.915
2008-02-18,592.19,78692.30,2842.86,108.20,3.7647,2007-10-25 00:00:00,3.838
2008-02-15,588.43,78231.88,2805.01,107.77,3.7647,2007-10-24 00:00:00,3.766
2008-02-14,591.38,78351.82,2839.62,107.93,3.8221,2007-10-23 00:00:00,3.958
2008-02-13,590.97,76787.41,2810.05,108.30,3.7359,2007-10-22 00:00:00,3.79
2008-02-12,586.65,76070.90,2811.85,107.30,3.6617,2007-10-19 00:00:00,3.806
2008-02-11,578.28,75178.26,2744.21,106.94,3.6182,2007-10-18 00:00:00,3.698
2008-02-08,579.27,75906.89,2768.53,107.34,3.6503,2007-10-17 00:00:00,3.942
2008-02-07,579.95,75866.64,2768.15,107.51,3.7722,2007-10-16 00:00:00,4.228
2008-02-06,581.64,76373.52,2805.10,106.45,3.5977,2007-10-15 00:00:00,4.179
2008-02-05,586.95,77842.77,2828.28,106.78,3.5683,2007-10-12 00:00:00,4.096
2008-02-04,602.73,78630.68,2901.83,106.70,3.6444,2007-10-11 00:00:00,4.035
2008-02-01,602.59,77082.80,2884.37,106.61,3.5963,2007-10-10 00:00:00,4.036
2008-01-31,593.29,75126.33,2838.18,106.35,3.5968,2007-10-09 00:00:00,3.96
2008-01-30,587.85,75351.29,2825.55,106.43,3.6470,2007-10-05 00:00:00,3.909
2008-01-29,591.72,76073.07,2846.74,107.05,3.6788,2007-10-04 00:00:00,3.931
2008-01-28,585.43,75195.04,2802.80,106.85,3.5825,2007-10-03 00:00:00,3.932
2008-01-25,586.26,76667.26,2849.40,106.72,3.5568,2007-10-02 00:00:00,3.912
2008-01-24,585.04,74805.10,2809.11,106.89,3.7037,2007-10-01 00:00:00,3.78
2008-01-23,570.03,73205.00,2690.40,106.65,3.6054,2007-09-28 00:00:00,3.672
2008-01-22,566.95,72218.11,2723.24,106.45,3.4151,2007-09-27 00:00:00,3.61
2008-01-21,571.49,74475.95,2732.64,106.01,3.5009,2007-09-26 00:00:00,3.683
2008-01-18,589.14,78437.99,2882.49,106.74,3.6371,2007-09-25 00:00:00,3.751
2008-01-17,592.11,78656.92,2896.98,106.79,3.6303,2007-09-24 00:00:00,3.754
2008-01-16,600.17,78969.15,2896.78,107.46,3.7401,2007-09-21 00:00:00,3.697
2008-01-15,609.41,81826.07,2952.18,106.74,3.6806,2007-09-20 00:00:00,3.678
2008-01-14,624.31,83193.48,3025.91,108.17,3.7722,2007-09-19 00:00:00,3.896
2008-01-11,620.58,83181.47,3017.07,108.96,3.7910,2007-09-18 00:00:00,3.994
2008-01-10,626.93,83896.35,3041.44,109.36,3.8893,2007-09-17 00:00:00,3.945
2008-01-09,627.93,84352.68,3072.22,109.81,3.8253,2007-09-14 00:00:00,3.956
2008-01-08,625.43,83767.15,3088.71,108.91,3.7803,2007-09-13 00:00:00,3.921
2008-01-07,628.35,83183.43,3072.24,109.19,3.8368,2007-09-12 00:00:00,3.984
2008-01-04,630.63,84297.97,3092.16,108.52,3.8746,2007-09-11 00:00:00,3.907
2008-01-03,643.58,84369.13,3158.78,109.23,3.8937,2007-09-10 00:00:00,3.883
2008-01-02,644.80,84987.55,3167.03,109.58,3.9052,2007-09-07 00:00:00,3.956
2008-01-01,650.83,85792.55,3186.85,111.59,4.0347,2007-09-06 00:00:00,4.274
2007-12-31,650.81,85767.86,3186.85,111.33,4.0347,2007-09-05 00:00:00,4.248
2007-12-28,652.62,85693.82,3187.43,112.55,4.0770,2007-09-04 00:00:00,4.199
2007-12-27,653.27,85997.36,3199.09,113.70,4.2027,2007-08-31 00:00:00,3.862
2007-12-26,656.89,85836.04,3197.35,114.29,4.2847,2007-08-30 00:00:00,3.59
2007-12-24,654.81,85497.95,3179.61,114.34,4.2144,2007-08-29 00:00:00,3.859
2007-12-21,650.27,84141.52,3168.50,114.14,4.1718,2007-08-28 00:00:00,4.171
2007-12-20,640.68,82893.22,3126.38,113.07,4.0545,2007-08-27 00:00:00,4.236
2007-12-19,638.12,82794.94,3116.55,113.39,4.0335,2007-08-24 00:00:00,3.927
2007-12-18,638.80,82326.44,3126.48,113.36,4.1217,2007-08-23 00:00:00,3.575
2007-12-17,637.24,81925.72,3130.41,112.84,4.1507,2007-08-22 00:00:00,3.559
2007-12-14,649.50,84307.48,3194.27,113.39,4.2418,2007-08-21 00:00:00,2.893
2007-12-13,654.32,85214.58,3196.06,112.19,4.2127,2007-08-20 00:00:00,2.464
2007-12-12,662.41,87086.70,3271.95,112.20,4.0913,2007-08-17 00:00:00,3.713
2007-12-11,661.39,87539.09,3276.05,110.58,3.9732,2007-08-16 00:00:00,3.367
2007-12-10,668.41,87306.18,3273.77,111.63,4.1625,2007-08-15 00:00:00,4.015
2007-12-07,665.84,87748.32,3266.49,111.65,4.1087,2007-08-14 00:00:00,4.571
2007-12-06,664.24,87851.74,3243.98,111.26,4.0171,2007-08-13 00:00:00,4.527
2007-12-05,657.98,87224.55,3228.51,110.92,3.9547,2007-08-10 00:00:00,4.532
2007-12-04,647.87,85769.31,3178.88,109.73,3.9020,2007-08-09 00:00:00,4.747
2007-12-03,652.23,85446.83,3210.01,110.47,3.8515,2007-08-08 00:00:00,4.919
2007-11-30,654.91,85236.03,3224.68,111.18,3.9492,2007-08-07 00:00:00,4.894
2007-11-29,649.02,84481.24,3187.76,109.85,3.9288,2007-08-06 00:00:00,4.807
2007-11-28,644.27,83055.93,3150.62,110.15,4.0461,2007-08-03 00:00:00,4.812
2007-11-27,631.15,82403.51,3098.73,108.77,3.9515,2007-08-02 00:00:00,4.872
2007-11-26,628.44,83037.38,3106.12,107.30,3.8447,2007-08-01 00:00:00,4.872
2007-11-23,633.01,81834.39,3099.03,108.33,4.0065,2007-07-31 00:00:00,4.92
2007-11-22,625.36,81567.20,3065.14,108.52,4.0123,2007-07-30 00:00:00,4.833
2007-11-21,624.43,81889.04,3053.95,108.28,4.0161,2007-07-27 00:00:00,4.833
2007-11-20,636.75,84161.94,3121.75,109.95,4.0942,2007-07-26 00:00:00,4.892
2007-11-19,632.77,84092.72,3092.08,109.77,4.0771,2007-07-25 00:00:00,4.971
2007-11-16,643.25,85252.71,3143.59,110.92,4.1747,2007-07-24 00:00:00,4.993
2007-11-15,645.86,86443.25,3178.11,110.36,4.1403,2007-07-23 00:00:00,4.957
2007-11-14,652.99,87243.64,3206.80,111.39,4.2539,2007-07-20 00:00:00,4.953
2007-11-13,649.13,84988.89,3164.61,110.92,4.2694,2007-07-19 00:00:00,4.945
2007-11-12,640.31,84523.16,3159.78,109.45,4.2133,2007-07-18 00:00:00,4.935
2007-11-09,647.20,87076.77,3175.68,110.76,4.2095,2007-07-17 00:00:00,4.925
2007-11-08,655.37,87096.22,4627.14,112.62,4.2888,2007-07-16 00:00:00,4.926
2007-11-07,659.96,88473.02,3254.08,112.80,4.3007,2007-07-13 00:00:00,4.948
2007-11-06,670.30,88670.26,3274.73,114.67,4.3804,2007-07-12 00:00:00,4.939
2007-11-05,664.85,87669.20,3263.51,114.44,4.3377,2007-07-11 00:00:00,4.93
2007-11-02,670.75,89245.88,3296.85,114.84,4.3184,2007-07-10 00:00:00,4.915
2007-11-01,674.72,90312.78,3334.16,114.53,4.3478,2007-07-09 00:00:00,4.9
2007-10-31,685.43,90824.64,3362.14,115.29,4.4728,2007-07-06 00:00:00,4.922
2007-10-30,679.18,90667.04,3338.18,114.62,4.3868,2007-07-05 00:00:00,4.929
2007-10-29,683.13,91145.07,3354.41,114.69,4.3850,2007-07-03 00:00:00,4.898
2007-10-26,677.14,89469.45,3318.47,114.17,4.4026,2007-07-02 00:00:00,4.791
2007-10-25,668.58,87964.67,3283.31,114.18,4.3853,2007-06-29 00:00:00,4.757
2007-10-24,666.04,86989.20,3260.51,114.14,4.3466,2007-06-28 00:00:00,4.757
2007-10-23,668.40,87231.58,3277.38,114.76,4.4127,2007-06-27 00:00:00,4.758
2007-10-22,661.73,85217.85,3249.34,114.41,4.4128,2007-06-26 00:00:00,4.8
2007-10-19,665.94,86926.59,3297.27,114.50,4.3973,2007-06-25 00:00:00,4.703
2007-10-18,677.49,88064.34,3327.45,115.44,4.4991,2007-06-22 00:00:00,4.682
2007-10-17,678.28,88137.49,3335.52,116.57,4.5542,2007-06-21 00:00:00,4.674
2007-10-16,677.00,87974.89,3330.36,116.86,4.6572,2007-06-20 00:00:00,4.669
2007-10-15,682.64,88712.45,3363.50,117.37,4.6812,2007-06-19 00:00:00,4.597
2007-10-12,686.48,87773.01,3386.21,117.59,4.6872,2007-06-18 00:00:00,4.5
2007-10-11,686.26,88474.24,3394.94,117.27,4.6435,2007-06-15 00:00:00,4.553
2007-10-10,684.28,87507.37,3363.51,117.12,4.6554,2007-06-14 00:00:00,4.632
2007-10-09,683.67,86856.08,3359.18,117.17,4.6535,2007-06-13 00:00:00,4.638
2007-10-08,679.03,86153.71,3339.99,117.48,4.6515,2007-06-12 00:00:00,4.701
2007-10-05,680.39,85846.84,3347.63,116.96,4.6416,2007-06-11 00:00:00,4.718
2007-10-04,674.46,84693.68,3326.07,116.46,4.5156,2007-06-08 00:00:00,4.76
2007-10-03,674.68,85077.45,3334.33,116.71,4.5608,2007-06-07 00:00:00,4.783
2007-10-02,675.81,85986.15,3321.50,115.69,4.5275,2007-06-06 00:00:00,4.779
2007-10-01,672.32,84074.70,3298.97,115.70,4.5491,2007-06-05 00:00:00,4.784
2007-09-28,666.31,83355.74,3282.53,114.79,4.5944,2007-06-04 00:00:00,4.755
2007-09-27,667.22,83320.48,3283.26,115.59,4.5689,2007-06-01 00:00:00,4.719
2007-09-26,661.46,82021.36,3246.33,115.45,4.6261,2007-05-31 00:00:00,4.71
2007-09-25,657.65,81405.23,3227.16,114.74,4.6301,2007-05-30 00:00:00,4.82
2007-09-24,658.74,81668.67,3237.41,114.84,4.6381,2007-05-29 00:00:00,4.808
2007-09-21,659.16,80790.98,3234.69,115.48,4.6282,2007-05-25 00:00:00,4.861
2007-09-20,657.10,80364.48,3232.46,114.64,4.6996,2007-05-24 00:00:00,4.876
2007-09-19,659.96,80030.55,3244.91,115.98,4.5439,2007-05-23 00:00:00,4.88
2007-09-18,648.30,77938.81,3149.03,116.06,4.4698,2007-05-22 00:00:00,4.867
2007-09-17,638.01,77360.33,3132.72,115.03,4.4660,2007-05-21 00:00:00,4.804
2007-09-14,642.65,77827.43,3163.51,115.36,4.4564,2007-05-18 00:00:00,4.768
2007-09-13,642.80,77412.03,3170.25,115.01,4.4663,2007-05-17 00:00:00,4.723
2007-09-12,638.07,76705.64,3150.97,114.13,4.4160,2007-05-16 00:00:00,4.724
2007-09-11,637.28,76775.06,3143.25,114.25,4.3737,2007-05-15 00:00:00,4.792
2007-09-10,629.18,76195.02,3099.82,113.65,4.3220,2007-05-14 00:00:00,4.809
2007-09-07,633.46,77082.97,3135.42,113.37,4.3854,2007-05-11 00:00:00,4.825
2007-09-06,643.17,77449.02,3186.30,115.38,4.5192,2007-05-10 00:00:00,4.832
2007-09-05,640.63,76924.20,3177.48,115.18,4.4649,2007-05-09 00:00:00,4.848
2007-09-04,648.40,77261.47,3227.75,116.33,4.5525,2007-05-08 00:00:00,4.875
2007-09-03,644.06,77331.12,3213.29,115.86,4.5272,2007-05-07 00:00:00,4.845
2007-08-31,643.42,76897.10,3210.02,115.76,4.5272,2007-05-04 00:00:00,4.856
2007-08-30,633.96,75219.81,3158.00,115.94,4.5119,2007-05-03 00:00:00,4.869
2007-08-29,631.66,74448.43,3126.09,116.18,4.5646,2007-05-02 00:00:00,4.87
2007-08-28,625.62,74565.59,3128.96,114.15,4.5062,2007-05-01 00:00:00,4.875
2007-08-27,636.38,75013.06,3169.57,115.73,4.5705,2007-04-30 00:00:00,4.835
2007-08-24,637.14,73804.89,3161.36,116.38,4.6136,2007-04-27 00:00:00,4.913
2007-08-23,633.25,73514.13,3157.36,116.32,4.6511,2007-04-26 00:00:00,4.926
2007-08-22,630.05,72389.53,3127.19,115.32,4.6491,2007-04-25 00:00:00,4.942
2007-08-21,621.91,70862.89,3089.47,114.38,4.5963,2007-04-24 00:00:00,4.948
2007-08-20,619.98,70848.81,3074.97,114.91,4.6296,2007-04-23 00:00:00,4.954
2007-08-17,614.05,68569.86,3029.12,114.35,4.6886,2007-04-20 00:00:00,4.955
2007-08-16,606.87,68837.95,3023.96,114.24,4.7025,2007-04-19 00:00:00,4.962
2007-08-15,617.12,71939.46,3116.62,116.47,4.7282,2007-04-18 00:00:00,4.968
2007-08-14,625.34,73539.39,3148.57,117.55,4.7243,2007-04-17 00:00:00,4.979
2007-08-13,633.19,74217.06,3172.65,118.23,4.7659,2007-04-16 00:00:00,4.985
2007-08-10,628.47,73605.91,3121.48,118.38,4.8116,2007-04-13 00:00:00,4.991
2007-08-09,638.46,75636.87,3216.99,118.18,4.7798,2007-04-12 00:00:00,5.004
2007-08-08,650.71,76338.02,3252.70,119.65,4.8829,2007-04-11 00:00:00,4.999
2007-08-07,640.10,74459.92,3199.82,118.72,4.7820,2007-04-10 00:00:00,4.974
2007-08-06,635.26,74178.69,3168.21,118.85,4.7391,2007-04-09 00:00:00,5.001
2007-08-03,632.19,75489.52,3192.79,118.04,4.6781,2007-04-06 00:00:00,5.012
2007-08-02,642.06,75541.49,3216.81,119.14,4.7715,2007-04-05 00:00:00,5.007
2007-08-01,638.64,75236.17,3199.39,118.84,4.7940,2007-04-04 00:00:00,5.025
2007-07-31,644.07,77614.29,3256.62,118.38,4.7327,2007-04-03 00:00:00,5.026
2007-07-30,642.67,76581.84,3210.27,119.04,4.8082,2007-04-02 00:00:00,5.016
2007-07-27,638.95,76023.47,3207.52,118.60,4.7631,2007-03-30 00:00:00,5.017
2007-07-26,648.08,78123.33,3241.38,118.40,4.8059,2007-03-29 00:00:00,5.03
2007-07-25,662.79,79636.27,3315.29,120.41,4.9024,2007-03-28 00:00:00,5.025
2007-07-24,664.36,79859.84,3345.45,120.02,4.9085,2007-03-27 00:00:00,5.01
2007-07-23,673.93,80328.76,3377.13,121.04,4.9539,2007-03-26 00:00:00,5.043
2007-07-20,671.82,79628.66,3372.37,121.27,4.9518,2007-03-23 00:00:00,5.028
2007-07-19,676.78,79113.23,3393.39,122.03,5.0201,2007-03-22 00:00:00,5.025
2007-07-18,672.15,78448.39,3362.32,121.86,5.0346,2007-03-21 00:00:00,5.03
2007-07-17,676.32,79024.86,3402.13,122.20,5.0553,2007-03-20 00:00:00,5.031
2007-07-16,677.47,79023.68,3417.34,121.88,5.0427,2007-03-19 00:00:00,5.006
2007-07-13,678.47,79417.26,3416.32,121.91,5.0970,2007-03-16 00:00:00,5.002
2007-07-12,674.83,78439.54,3397.66,122.36,5.1302,2007-03-15 00:00:00,5.019
2007-07-11,665.89,77442.00,3368.88,122.35,5.0902,2007-03-14 00:00:00,5.041
2007-07-10,666.13,77614.90,3389.09,121.73,5.0295,2007-03-13 00:00:00,5.047
2007-07-09,672.89,77830.73,3416.66,123.36,5.1340,2007-03-12 00:00:00,5.068
2007-07-06,670.51,76958.21,3400.59,123.31,5.1866,2007-03-09 00:00:00,5.064
2007-07-05,667.78,76471.99,3387.13,122.95,5.1440,2007-03-08 00:00:00,5.076
2007-07-04,668.18,76202.61,3396.87,122.62,5.0664,2007-03-07 00:00:00,5.082
2007-07-03,666.85,75780.03,3384.92,122.43,5.0455,2007-03-06 00:00:00,5.083
2007-07-02,662.74,74691.31,3362.82,122.38,4.9892,2007-03-05 00:00:00,5.074
2007-06-29,659.31,74020.75,3365.58,123.14,5.0265,2007-03-02 00:00:00,5.09
2007-06-28,657.20,73906.22,3340.99,123.14,5.1096,2007-03-01 00:00:00,5.097
2007-06-27,654.40,73397.40,3310.99,122.82,5.0865,2007-02-28 00:00:00,5.114
2007-06-26,654.15,73758.76,3337.58,123.23,5.0842,2007-02-27 00:00:00,5.109
2007-06-25,657.00,74070.58,3353.79,123.67,5.0862,2007-02-26 00:00:00,5.157
2007-06-22,659.37,74427.79,3362.46,123.86,5.1363,2007-02-23 00:00:00,5.168
2007-06-21,664.53,74636.01,3376.04,123.71,5.1863,2007-02-22 00:00:00,5.16
2007-06-20,664.14,74298.73,3398.65,123.45,5.1358,2007-02-21 00:00:00,5.16
2007-06-19,667.54,74132.16,3390.95,123.35,5.0876,2007-02-20 00:00:00,5.161
2007-06-18,668.18,74167.30,3402.70,123.61,5.1397,2007-02-16 00:00:00,5.146
2007-06-15,667.59,73399.81,3399.75,123.43,5.1690,2007-02-15 00:00:00,5.139
2007-06-14,661.66,72737.91,3362.15,122.89,5.2254,2007-02-14 00:00:00,5.14
2007-06-13,654.91,71398.49,3315.92,122.66,5.2021,2007-02-13 00:00:00,5.146
2007-06-12,649.91,71234.95,3312.65,121.64,5.2886,2007-02-12 00:00:00,5.141
2007-06-11,654.79,71349.63,3331.49,121.69,5.1682,2007-02-09 00:00:00,5.142
2007-06-08,652.04,70912.55,3307.40,121.71,5.1074,2007-02-08 00:00:00,5.144
2007-06-07,650.47,71480.22,3323.66,120.99,5.1405,2007-02-07 00:00:00,5.14
2007-06-06,658.18,71696.45,3347.19,121.06,4.9683,2007-02-06 00:00:00,5.135
2007-06-05,664.82,72183.16,3385.51,121.38,4.9970,2007-02-05 00:00:00,5.115
2007-06-04,667.27,72043.07,3397.18,121.71,4.9291,2007-02-02 00:00:00,5.111
2007-06-01,666.64,71789.16,3399.71,122.05,4.9557,2007-02-01 00:00:00,5.097
2007-05-31,662.28,70723.86,3373.11,121.71,4.8920,2007-01-31 00:00:00,5.103
2007-05-30,658.96,69902.73,3342.50,121.62,4.8695,2007-01-30 00:00:00,5.125
2007-05-29,657.25,70119.45,3351.99,121.63,4.8878,2007-01-29 00:00:00,5.11
2007-05-28,655.91,70362.82,3339.40,121.67,4.8735,2007-01-26 00:00:00,5.121
2007-05-25,655.04,70129.50,3332.25,121.76,4.8654,2007-01-25 00:00:00,5.123
2007-05-24,654.20,70215.59,3341.51,121.35,4.8448,2007-01-24 00:00:00,5.119
2007-05-23,659.67,70823.88,3362.28,121.60,4.8488,2007-01-23 00:00:00,5.114
2007-05-22,658.61,70888.15,3345.07,121.50,4.8325,2007-01-22 00:00:00,5.11
2007-05-21,658.15,70705.32,3340.65,121.45,4.7881,2007-01-19 00:00:00,5.111
2007-05-18,656.48,70296.77,3331.53,121.10,4.8062,2007-01-18 00:00:00,5.102
2007-05-17,652.96,70002.88,3314.93,121.23,4.7597,2007-01-17 00:00:00,5.098
2007-05-16,652.37,69852.38,3307.21,120.77,4.7156,2007-01-16 00:00:00,5.078
2007-05-15,649.47,69202.26,3310.15,120.23,4.7076,2007-01-12 00:00:00,5.079
2007-05-14,650.22,69626.26,3310.37,120.36,4.6996,2007-01-11 00:00:00,5.076
2007-05-11,650.19,69265.25,3305.15,120.24,4.6757,2007-01-10 00:00:00,5.067
2007-05-10,646.88,69437.47,3301.01,119.91,4.6419,2007-01-09 00:00:00,5.062
